prefLabel;technicalName;description;partOfGroup;conceptsFromScheme;freeConcepts;referencePeriodStart;referencePeriodEnd;dataset.referencePeriodStart;dataset.referencePeriodEnd;valueDomainType;quantity.prefLabel;quantity.id;unit.prefLabel;unit.id;unit.symbol;valueRangeMin;valueRangeMax;codeList.prefLabel;codeList.id;codeList.description;codeList.owner;codeList.referenceId;codeList.codeListType;codeList.codeItems;missingValues;defaultMissingValue;qualityStatement;source.dataset.prefLabel;source.dataset.id;source.description;dataType;dataFormat;unitType.prefLabel;unitType.id;unitType.description;dataset.unitType.prefLabel;dataset.unitType.id;dataset.unitType.description;study.unitType.prefLabel;study.unitType.id;study.unitType.description;instanceQuestions;id;dataset.prefLabel;dataset.id;study.prefLabel;study.referencePeriodStart;study.referencePeriodEnd;published;lastModifiedDate;variable.prefLabel;variable.id;variable.description;ownerOrganizationIdAsString
Lähtöpäivä ja -kellonaika;LPVM;Asiakkaan/potilaan uloskirjoituspäivä ja kellonaika.;Poistumistiedot;;;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;528ffc88-6be3-422f-86ce-0703bffc3997;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Jatkohoito;JATKOH;Potilaan/asiakkaan kanssa sovittu jatkohoito tai kuolema.;Poistumistiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Jatkohoito;55e92d96-392b-42e8-9fe5-45200d893611;Luokitusta käytetään sosiaalihuollon hoitoilmoituksien päättyneissä hoitojaksoissa. Jatkohoitokoodilla kuvataan potilaan/asiakkaan sovittu jatkohoito tai kuoleminen;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.212;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;5055a43e-a36f-49a0-9862-b0fab1aa5d16;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Jatkohoitoyhteisön koodi;JATKOOD;Palveluntuottaja, jonne asiakas/potilas siirtyi jatkohoitoon.;Poistumistiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a82efc0a-190a-426f-9912-5df21523d023;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Jatkohoitoyhteisön koodin tarkennin;JATTAR;Palveluntuottajan palveluyksikkö, jonne asiakas/potilas siirtyi jatkohoitoon.;Poistumistiedot;;;1995-01-01;;1994-01-01;;enumerated;;;;;;;;Toimipaikkarekisteri TOPI;ba75b6ed-661d-478d-902a-159bfb2b9989;Sosiaali- ja terveydenhuollon toimipaikkarekisterin (TOPI) koodilla yksilöidään hoitoilmoitusjärjestelmässä palveluntuottaja ja toimipaikka, jossa asiakas on saanut hoitoa.;Terveyden ja hyvinvoinnin laitos;https://thl.fi/fi/tilastot-ja-data/ohjeet-tietojen-toimittamiseen/hoitoilmoitusjarjestelma-hilmo/toimipaikkarekisteri-topi;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;cde14151-2c6b-4c12-9c8c-cd126d729bc6;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Kuolinaika;KUOLINAIKA;Kuolinaika ilmoitetaan, jos potilas on kuollut käynnin tai hoitojakson aikana.;Poistumistiedot;;;2019-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a6c4fe32-9cb3-47a5-90dc-09c5fa6ae009;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tarkoituksen mukainen hoitopaikka;TARHP;Arvio siitä, mikä olisi asiakkaalle/potilaalle paras hoitomuoto tai -paikka.;Poistumistiedot;;;1994-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Tarkoituksenmukainen hoitopaikka ;a68b8072-dfb5-4c6e-aff4-37319a19fb39;Sosiaalihuollon asiakaslaskennan hoitoilmoituksissa tarkoituksenmukaista hoitopaikkaa käytetään laskentahetkellä ilmoittamaan arvio siitä mikä olisi asiakkaalle paras hoitomuoto- tai paikka;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.213;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a9d4c1a6-4ec9-463b-bb78-405046a10f69;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Pitkäaikaishoito;PITK;Tieto siitä, onko potilaalla tai asiakkaalla laitoshoidon pitkäaikaispäätös tai vuokrasopimus palveluasumisyksikössä.;Hoitotiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8d0704ec-bd29-4e19-8d91-7f43c335f277;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Vaativa sydänpotilas;SYP;Tieto siitä, onko potilaalle tehty sydänkirurginen leikkaus tai läppätoimenpide katetrin avulla.;Hoitotiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;2e03bc2f-25fd-4968-a1cd-73e88c4c019e;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Potilaan työtilanne;TYTILE;Vaativan sydänpotilaan työtilanne ennen sairaalaan tuloa.;Vaativan sydänpotilaan lisätiedot;;;1994-01-01;2002-12-31;1994-01-01;;enumerated;;;;;;;;Työtilanne ennen sairaalaan tuloa (vaativa sydänpotilas);02b9e974-ca8f-43c5-aa8a-037939c46a46;Työtilanne ennen sairaalaan tuloa. Tällä tarkoitetaan juuri ennen sairaalaan saapumista vallinnutta todellista työtilannetta, johon kyseinen sairaalaan saapuminen ei vielä ole vaikuttanut (esim. ennakoivasti kirjoitettua sairauslomaa ei oteta huomioon). (Lähde: Hilmo-opas 2001).;STAKES;;internal;"1:Työssä;2:Sairauslomalla;3:Työkyvyttömyyseläkkeellä;4:Muulla eläkkeellä;5:Muu (lapsi, opiskelija, työtön jne.)";;(null);;;;;Character;Luokitus (Hilmo-oppaasta 2001): 1 = Työssä, 2 = Sairauslomalla, 3 = Työkyvyttömyyseläkkeellä, 4 = Muulla eläkkeellä, 5 = Muu (lapsi, opiskelija, työtön jne.);;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;c6cc988b-923e-4b64-af64-c057c36840c6;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Suorituskyky (NYHA);NYHAC;Kuvaa potilaan suorituskykyä, ilmoitetaan NYHA - luokituksen mukaisesti.;Vaativan sydänpotilaan lisätiedot;;;1994-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus (Hilmo-oppaasta 2001): 1 = NYHA 1, 2 = NYHA 2, 3 = NYHA 3, 4 = NYHA 4. ;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;dd45ee37-9604-4256-a98f-07b74e58135d;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpidetyyppi;TMPC<N>;Sydänpotilaalle tehdyn toimenpiteen toimenpidetyyppi, voidaan merkitä useita.;Vaativan sydänpotilaan lisätiedot;;;1994-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Sydänpotilas toimenpidetyyppi;66ebad2f-f517-4b66-a18f-f7da90799fd6;"Ks. luokitus Hilmo-oppaassa 2015, s. 54, Taulukko 3.
https://urn.fi/URN:ISBN:978-952-302-350-5";Terveyden ja hyvinvoinnin laitos;https://urn.fi/URN:ISBN:978-952-302-350-5;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;92e2a84e-6f7d-43ed-9cd5-b56c38bc5640;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpidelaji;TMPLAJC;Sydänpotilaalle tehdyn toimenpiteen toimenpidelaji.;Vaativan sydänpotilaan lisätiedot;;;1994-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Sydänpotilas toimenpidelaji;13a9d457-5678-4cdc-bc83-2e2e60c6a13d;"- Primaaritoimenpiteellä tarkoitetaan tiettyyn sydänvikaan liittyvää ensimmäistä invasiivista tutkimus-, hoito- tai leikkaustoimenpidettä.
- Yhtä hoitojaksoa kohden merkitään vain yksi toimenpidelaji, vaikka olisi tehty useitakin toimenpiteitä.
- Koskee myös primaaritoimenpiteen komplikaatioiden aiheuttamia toimenpiteitä saman hoitojakson aikana.

Aiemmin tehdyn sydänleikkauksen komplikaation hoitotoimenpide voi tässä olla muukin kuin perfuusioleikkaus tai invasiivinen tutkimus- tai hoitotoimenpide, kuten esim. välikarsinatulehduksen kanavointi.";Terveyden ja hyvinvoinnin laitos;;internal;"BA:Primaari toimenpide;BB:Uusintatoimenpide pallolaajennuksen jälkeen, perkutaani ;BC:Uusintatoimenpide metalliverkon jälkeen, perkutaani;BD:Uusintatoimenpide lääkeverkon jälkeen, perkutaani;BE:Laskimosiirteen pallolaajennustoimenpide;BF:Valtimosiirteen pallolaajennustoimenpide;BG:Muu perkutaaninen sydämen uusintatoimenpide;BK:Sepelvaltimoleikkaus pallolaajennustoimenpiteen jälkeen;BL:Uusintasydänleikkaus/toimenpide (""redo""), sama sydänvika;BM:Uusi sydänleikkaus/toimenpide, eri sydänvika;BN:Muu korjaava uusintasydänleikkaus";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;214cedf3-112d-4078-9765-daf3f08aff4b;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpiteen primaaritulos;TMPPRI;Sydänpotilaalle tehdyn toimenpiteen primaaritulos.;Vaativan sydänpotilaan lisätiedot;;;1995-01-01;2002-12-31;1994-01-01;;enumerated;;;;;;;;Toimenpiteen primaaritulos (vaativa sydänpotilas);0a573c8f-2cd9-4a4c-9ee4-d16107da688a; Tarkoittaa juuri tällä hoitojaksolla tehdyn toimenpiteen tulosta.;STAKES;;internal;"1:Toipuminen ilman komplikaatioita;2:Komplikaatiot;21:Infektio;22:Aivoverenkierron häiriö;23:Hoitoa vaatinut munuaiskomplikaatio;24:Sydäninfarkti;25:Muu sydänkomplikaatio;26:Muut elinkomplikaatiot;3:Komplikaatio johtanut uusintaleikkaukseen (jälkivuoto ym.);4 :Kuollut";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;833e4b12-a33c-4dfe-921e-a593be63e840;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpiteen kiireellisyys;TMPKIIR;Toimenpiteen kiireellisyys,  käytetään erottelemaan elektiiviset toimenpiteet muista toimenpiteistä.;Vaativan sydänpotilaan lisätiedot;;;2003-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Sydänpotilas toimenpiteen kiireellisyys;405adcde-e4eb-41d6-89bc-d48f580f138e;Käytetään erottelemaan elektiiviset toimenpiteet muista toimenpiteistä.;Terveyden ja hyvinvoinnin laitos;;internal;"CA:Päivystys (esim. akuutti sepelvaltimokohtaus, aortan dissektio/ruptuura);CB:Elektiivinen kiireellinen (Hoidonvaraus viikon sisällä tai samalla hoitojaksolla);CC:Elektiivinen kiireetön;CX:Kiireellisyys muu tai ei määritelty";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;7c8a3ebe-3110-483b-a99b-cac57f60300a;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Komplikaatiot;KOMPL;Hoitojaksolla tehtyjen toimenpiteiden mahdolliset komplikaatiot, voidaan merkitä useita.;Vaativan sydänpotilaan lisätiedot;;;2003-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Sydänpotilas komplikaatiot;aa35f488-fb5d-47bc-9db6-aec94b375b84;"Ks. luokitus Hilmo-oppaasta 2015 Taulukko 4: HILMO-sydänpotilas komplikaatiot, s. 58.
https://urn.fi/URN:ISBN:978-952-302-350-5";Terveyden ja hyvinvoinnin laitos;https://urn.fi/URN:ISBN:978-952-302-350-5;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;14246cba-30f0-4e3c-826d-5dc599061cb7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Riskipisteet (Cleveland);RISKIPI;"Riskipisteet sepelvaltimoleikkauksessa, ilmoitetaan Cleveland pisteytyksen mukaisesti.

Riskipisteet (Cleveland) sepelvaltimoleikkauksissa: kirjataan pisteiden summa (Hilmo-oppaassa 2001): 

6 Päivystysleikkaus
4 S-krea => 168 umol/l
3 Uusintaleikk. (""redo"")
3 Huono vas.kamm. (EF =< 30%)
3 Samanaikainen mitraalivuodon korjaus
2 Ikä => 75 v
2 Aiemmin tehty valtimoleikkaus
2 Kroon. obstr. Keuhkosair.
2 Anemia (Hkr =< 34%)
1 S-krea 141-167 umol/l
1 Ikä 65-74 v
1 Paino =< 65 kg
1 Samanaik. Aorttaläpän vaihto
1 Diabetes (tbl/insuliinihoito)
1 Aivoverenkierron sairaus";Vaativan sydänpotilaan lisätiedot;;;1994-01-01;2002-12-31;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;d3bbe82d-b3b0-4d2f-9220-2557420e2d41;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Riskipisteet (Euroscore);RISKEUR;EuroSCOREn preoperatiivinen riskipisteytys, ilmoitetaan käyttämällä EUROSCORE - pisteitä (1-99). Riskipisteet ilmoitetaan, jos potilaalle on tehty sydänkirurginen leikkaus tai läppätoimenpide katetrin avulla.;Vaativan sydänpotilaan lisätiedot;;;2003-01-01;2017-12-31;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;http://www.euroscore.org;Number;1-99;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;2ad22270-5b77-4f73-b9b8-f93f0db5c805;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Riskipisteet (Logistinen Euroscore);RISKEURL;Logistinen EuroSCOREn preoperatiivinen riskipisteytys, ilmoitetaan käyttämällä EUROSCORE - pisteitä (0.0-99.9). Riskipisteet ilmoitetaan, jos potilaalle on tehty sydänkirurginen leikkaus tai läppätoimenpide katetrin avulla.;Vaativan sydänpotilaan lisätiedot;;;2003-01-01;2017-12-31;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;http://www.euroscore.org;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;95f72287-1131-4a6e-a8dc-8e2c58c30c75;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Riskipisteet (Euroscore 2);RISKEURKAKSI;EuroSCORE 2 riskipisteytys. Riskipisteet ilmoitetaan, jos potilaalle on tehty sydänkirurginen leikkaus tai läppätoimenpide katetrin avulla.;Vaativan sydänpotilaan lisätiedot;;;2018-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;79b7ff08-529a-4f64-9ffc-9a4b12258f1f;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Psykiatrian erikoisalan potilas;PSYKP;Tieto siitä, onko potilaan hoidollinen erikoisala psykiatria, geriatrinen psykiatria, oikeuspsykiatria, nuorisopsykiatria tai lastenpsykiatria.;Hoitotiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;eb3ac8f6-c901-479c-8bb0-8d05f01dd5e4;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tulotapa psykiatriselle osastolle;TUTAP;Potilaan psykiatrisen hoidon alkamisen perustetta kuvaava tieto luokituksella ilmaistuna.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Tulotapa psykiatriselle osastolle;688785c0-8567-4adf-8cb4-b248f674e25e;Hilmo - Tulotapa psykiatriselle osastolle -luokitusta käytetään psykiatristen erikoisalojen hoitoilmoituksissa (Hilmo) kuvaamaan tapaa, jolla potilaan hoitojakso alkoi. Luokitus täydentää Hilmo-perustiedoissa annettavia muita tulotietoja.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.222;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8d8794ed-6e8c-42d7-997a-2bbc9004c3b2;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tahdosta riippumattoman hoidon kesto;TRKESTO;Potilaan tahdosta riippumattoman psykiatrisen hoidon kesto hoitopäivinä.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;c4992bc9-02e1-4f50-bf4e-25e49f67e62b;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoitokerta psykiatrian sairaansijalla HOIKET;HOIKER;Tieto siitä, kuinka mones hoitokerta potilaalla on psykiatrian sairaansijalla.;Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;Hilmo - Hoitokerta psykiatrian sairaansijalla;8fe815d1-be7b-494f-9812-9a94a631f1c5;"Hoitokerta psykiatrian sairaansijalla
Ensimmäisellä hoitokerralla tarkoitetaan potilaan ensimmäistä sairaalahoitoa psykiatrisen sairauden vuoksi. (Hilmo-opas 2015). ";THL;;internal;"1:Ensimmäinen hoitokerta;2:Toinen tai useampi hoitokerta;3:Suunnitellusti toistuva laitoshoito";;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;e145b9fc-ec6a-47f9-98f8-2fbe6290e88b;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
GAS-arvio hoitojakson alkaessa;TUGAS;"Potilaan psyykkiseen sairauteen liittyvä GAS-pistemäärä hoidon alkaessa. GAS (Global Assessment Scale) on psykososiaalisen toimintakyvyn arvioinnin väline. GAS-arviota varten on olemassa kaksi erilaista luokitusta: GAS-luokitus aikuisille ja GAS-luokitus alle 18-vuotiaille.

GAS-luokitus aikuisille Hoitoilmoitusopas terveydenhuollolle 2023 -julkaisussa s. 88 https://yhteistyotilat.fi/wiki08/display/JULHI22.
GAS-luokitus alle 18-vuotiaille Hoitoilmoitusopas terveydenhuollolle 2023 -julkaisussa s. 89 https://yhteistyotilat.fi/wiki08/display/JULHI22.";Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;abcac063-45b7-43d2-8ba9-d8b841c0b2a7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
GAS-arvio hoitojakson päättyessä tai laskentahetkellä;POGAS;"Potilaan psykiatriseen sairauteen liittyvä GAS-pistemäärä hoidon päättyessä tai laskentahetkellä. GAS (Global Assessment Scale) on psykososiaalisen toimintakyvyn arvioinnin väline. GAS-arviota varten on olemassa kaksi erilaista luokitusta: GAS-luokitus aikuisille ja GAS-luokitus alle 18-vuotiaille.

GAS-luokitus aikuisille Hoitoilmoitusopas terveydenhuollolle 2023 -julkaisussa s. 88 https://yhteistyotilat.fi/wiki08/display/JULHI22.
GAS-luokitus alle 18-vuotiaille Hoitoilmoitusopas terveydenhuollolle 2023 -julkaisussa s. 89 https://yhteistyotilat.fi/wiki08/display/JULHI22. ";Psykiatristen erikoisalojen lisätiedot;;;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;74a92616-faef-4a94-8081-8c7757d7b56b;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
